Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:32:09:17.873,61,0.0383511856,0.2087939829,0.0728195906,0.0000000000,0.0000000000,0.0571371168,0.0000000000,0.0384471491,0.2087309510,0.0454168506,0.0000000000,0.0000000000,0.0569681004,0.0000000000,0.0950193182,0.0000000000,0.0793484077,0.0924431980,0.0924431980,0.0607448407,0.0565751195,0.0000000000,0.1651070714,0.0666028559,0.0846773833,0.0000000000,0.0000000000,0.0875068381,0.0916571990,0.1154307574,0.1444565952,0.0914930627,0.0590158552,0.1035130769,0.1605883986,0.0685143843,0.0680832043,0.1001219526,0.1162538007,0.0519787520,0.0575434901,0.2785962820,0.2787797153,0.0479778983,0.0000000000,0.0000000000,0.0227853693,0.1068339497,0.0965827033,0.1781696826,0.1729011685,0.0003257651,0.0000000000,0.0000000000,0.0000000000,-0.0275182985,0.1275550574,-0.0035287992,0.0441213995,0.1276699454,0.0056618843
00:32:09:18.874,61,0.0384206325,0.2097209394,0.0733632296,0.0000000000,0.0000000000,0.0567097515,0.0000000000,0.0385359526,0.2096631825,0.0448784418,0.0000000000,0.0000000000,0.0565365851,0.0000000000,0.0952756479,0.0000000000,0.0815645382,0.0924412608,0.0924412608,0.0604567043,0.0565326475,0.0000000000,0.1401640922,0.0664142072,0.0842085779,0.0000000000,0.0000000000,0.0876939818,0.0919174477,0.1151585951,0.1454415768,0.0917975530,0.0590091012,0.1043682545,0.1611544639,0.0686973184,0.0683111250,0.0999229252,0.1162270457,0.0521154404,0.0577896871,0.2791409791,0.2793312669,0.0477876402,0.0000000000,0.0000000000,0.0227257609,0.1067260951,0.0963770598,0.1784764230,0.1729272008,0.0002635747,0.0000000000,0.0000000000,0.0000000000,-0.0271900874,0.1281235814,-0.0035024334,0.0444475487,0.1282385737,0.0057293936
00:32:09:19.874,61,0.0381743163,0.2086046934,0.0736514330,0.0000000000,0.0000000000,0.0567168519,0.0000000000,0.0382979773,0.2085488737,0.0445933975,0.0000000000,0.0000000000,0.0565396845,0.0000000000,0.0953482762,0.0000000000,0.0715203136,0.0923330858,0.0923330858,0.0603776239,0.0564894453,0.0000000000,0.1019923463,0.0665027648,0.0840528235,0.0000000000,0.0000000000,0.0877225697,0.0919818655,0.1152317449,0.1463325918,0.0916956887,0.0587958917,0.1049560830,0.1630564928,0.0687452853,0.0683690161,0.0996771678,0.1161212623,0.0523269735,0.0580780618,0.2898536623,0.2900555134,0.0475485474,0.0000000000,0.0000000000,0.0226317123,0.1068991795,0.0964349806,0.1788553298,0.1731452346,0.0002230125,0.0000000000,0.0000000000,0.0000000000,-0.0270197541,0.1274420470,-0.0034617817,0.0446260683,0.1275570393,0.0057214820
00:32:09:20.875,61,0.0383961573,0.2068908960,0.0744065344,0.0000000000,0.0000000000,0.0570236035,0.0000000000,0.0385184959,0.2068409473,0.0438189581,0.0000000000,0.0000000000,0.0568453968,0.0000000000,0.0953903422,0.0000000000,0.0360183939,0.0923121199,0.0923121199,0.0607093237,0.0566843562,0.0000000000,0.0734659061,0.0667518005,0.0852150992,0.0000000000,0.0000000000,0.0875737071,0.0918354318,0.1156362370,0.1468006670,0.0912209079,0.0585708469,0.1049663946,0.1638276279,0.0687363595,0.0683361590,0.0997551829,0.1162433922,0.0524571836,0.0582082681,0.2930656970,0.2932676077,0.0474993400,0.0000000000,0.0000000000,0.0226393435,0.1072818711,0.0967401415,0.1791914254,0.1734577268,0.0002199817,0.0000000000,0.0000000000,0.0000000000,-0.0265540443,0.1263967603,-0.0033739244,0.0450896099,0.1265117675,0.0057329889
00:32:09:21.876,61,0.0384194590,0.2065570056,0.0734601468,0.0000000000,0.0000000000,0.0572296083,0.0000000000,0.0385379605,0.2064986527,0.0447336175,0.0000000000,0.0000000000,0.0570526533,0.0000000000,0.0948687717,0.0000000000,0.0260719694,0.0922850892,0.0922850892,0.0610480905,0.0568991937,0.0000000000,0.0612531006,0.0669170320,0.0857803598,0.0000000000,0.0000000000,0.0872104242,0.0914413780,0.1158408523,0.1467112601,0.0905551165,0.0582326986,0.1045374945,0.1641990393,0.0684899166,0.0680707246,0.0995840654,0.1159669831,0.0525181703,0.0582015440,0.2943032384,0.2945045233,0.0475909524,0.0000000000,0.0000000000,0.0226164814,0.1073727161,0.0968461856,0.1792489737,0.1735603362,0.0001477827,0.0000000000,0.0000000000,0.0000000000,-0.0271090455,0.1261894852,-0.0034387154,0.0445172638,0.1263043135,0.0056508863
00:32:09:22.876,61,0.0386631191,0.2066385746,0.0727733970,0.0000000000,0.0000000000,0.0574178658,0.0000000000,0.0387764834,0.2065741718,0.0453921333,0.0000000000,0.0000000000,0.0572425947,0.0000000000,0.0942491665,0.0000000000,0.0211168677,0.0922542810,0.0922542810,0.0614869185,0.0570792556,0.0000000000,0.0550570823,0.0671091080,0.0862260386,0.0000000000,0.0000000000,0.0869019777,0.0910814479,0.1161620021,0.1466366947,0.0898797140,0.0578603558,0.1040388867,0.1645185798,0.0681916699,0.0677413717,0.0993890688,0.1156201735,0.0526097193,0.0582107455,0.2947676182,0.2949666083,0.0477237701,0.0000000000,0.0000000000,0.0225823969,0.1073780656,0.0968588144,0.1792132109,0.1735883504,0.0001190616,0.0000000000,0.0000000000,0.0000000000,-0.0275079478,0.1262370050,-0.0034906305,0.0441008210,0.1263518184,0.0056001889
00:32:09:23.877,61,0.0388378017,0.2061021179,0.0727747604,0.0000000000,0.0000000000,0.0575907752,0.0000000000,0.0389452353,0.2060377151,0.0453625284,0.0000000000,0.0000000000,0.0574177131,0.0000000000,0.0936991647,0.0000000000,0.0186866596,0.0921520591,0.0921520591,0.0619801022,0.0572197959,0.0000000000,0.0516594350,0.0673251674,0.0866519138,0.0000000000,0.0000000000,0.0866053030,0.0907279253,0.1165578216,0.1465620100,0.0889936909,0.0574802868,0.1035261005,0.1647370309,0.0678906217,0.0673957244,0.0992645174,0.1153383553,0.0526988879,0.0582123473,0.2941536903,0.2943356037,0.0478812493,0.0000000000,0.0000000000,0.0225616451,0.1073483452,0.0968404561,0.1790672690,0.1735300720,0.0000950818,0.0000000000,0.0000000000,0.0000000000,-0.0274911486,0.1259091347,-0.0034793420,0.0441034809,0.1260238290,0.0055858325
00:32:09:24.877,61,0.0393347256,0.2067457139,0.0738120452,0.0000000000,0.0000000000,0.0576718040,0.0000000000,0.0394366980,0.2066908777,0.0443546399,0.0000000000,0.0000000000,0.0575002283,0.0000000000,0.0933036059,0.0000000000,0.0200999938,0.0918559730,0.0918559730,0.0623416826,0.0573861301,0.0000000000,0.0511416979,0.0673344284,0.0868497714,0.0000000000,0.0000000000,0.0863403082,0.0904370919,0.1168542951,0.1466335803,0.0882874578,0.0569939353,0.1035856456,0.1668743938,0.0678009242,0.0672560036,0.0989392027,0.1149324253,0.0529576950,0.0584660918,0.2939390838,0.2941145301,0.0479377918,0.0000000000,0.0000000000,0.0225724839,0.1073772535,0.0968672708,0.1791128069,0.1736920476,0.0001705855,0.0000000000,0.0000000000,0.0000000000,-0.0268789772,0.1263061464,-0.0034127252,0.0447298624,0.1264209151,0.0056831520
00:32:09:25.878,61,0.0391904488,0.2063128650,0.0740538016,0.0000000000,0.0000000000,0.0575502999,0.0000000000,0.0392943732,0.2062597871,0.0441239402,0.0000000000,0.0000000000,0.0573775023,0.0000000000,0.0933888108,0.0000000000,0.0512799248,0.0916398838,0.0916398838,0.0622554161,0.0573671795,0.0000000000,0.0983466581,0.0669948533,0.0851209164,0.0000000000,0.0000000000,0.0862638801,0.0903661773,0.1168646812,0.1470041871,0.0881728306,0.0567885563,0.1039792523,0.1676949412,0.0678787827,0.0673198774,0.0987184420,0.1147893295,0.0530662537,0.0586211458,0.2932758331,0.2934509516,0.0478690304,0.0000000000,0.0000000000,0.0225673709,0.1073304936,0.0967558548,0.1791645586,0.1736813933,0.0002217785,0.0000000000,0.0000000000,0.0000000000,-0.0267400667,0.1260422468,-0.0033879234,0.0448778719,0.1261570901,0.0056899181
00:32:09:26.879,61,0.0389729142,0.2068153769,0.0745704025,0.0000000000,0.0000000000,0.0572409965,0.0000000000,0.0390848182,0.2067671716,0.0436218753,0.0000000000,0.0000000000,0.0570661202,0.0000000000,0.0934032798,0.0000000000,0.0600113757,0.0913777128,0.0913777128,0.0619980693,0.0571882203,0.0000000000,0.1106481925,0.0665143430,0.0834872574,0.0000000000,0.0000000000,0.0863020867,0.0904383510,0.1167696342,0.1475343555,0.0882659033,0.0565841347,0.1046516597,0.1683961898,0.0679248720,0.0673614740,0.0983059257,0.1145058125,0.0532339513,0.0588840619,0.2921617627,0.2923506796,0.0477543585,0.0000000000,0.0000000000,0.0224921554,0.1071779132,0.0965020955,0.1792682707,0.1736548394,0.0002342825,0.0000000000,0.0000000000,0.0000000000,-0.0264347661,0.1263512820,-0.0033575513,0.0451891795,0.1264661551,0.0057435459
00:32:09:27.879,61,0.0387194604,0.2064112276,0.0750304908,0.0000000000,0.0000000000,0.0569647215,0.0000000000,0.0388414785,0.2063669264,0.0431497507,0.0000000000,0.0000000000,0.0567870773,0.0000000000,0.0935336500,0.0000000000,0.0645728186,0.0910799131,0.0910799131,0.0615984201,0.0568746328,0.0000000000,0.1168717220,0.0662742257,0.0827710181,0.0000000000,0.0000000000,0.0864820480,0.0906650871,0.1167034954,0.1481824815,0.0884861276,0.0564518869,0.1053461805,0.1689097732,0.0679936707,0.0674365982,0.0979443640,0.1143231615,0.0533704832,0.0591295958,0.2917234004,0.2919189632,0.0475781783,0.0000000000,0.0000000000,0.0223929491,0.1070855334,0.0962917060,0.1794405729,0.1737019867,0.0002460671,0.0000000000,0.0000000000,0.0000000000,-0.0261494722,0.1261057556,-0.0033148008,0.0454694107,0.1262205839,0.0057677981
00:32:09:28.880,61,0.0383306593,0.2052877545,0.0748537481,0.0000000000,0.0000000000,0.0569152795,0.0000000000,0.0384602323,0.2052413076,0.0433381647,0.0000000000,0.0000000000,0.0567331389,0.0000000000,0.0936227664,0.0000000000,0.0669605508,0.0908246785,0.0908246785,0.0613325052,0.0566378236,0.0000000000,0.1194158718,0.0661504790,0.0821804926,0.0000000000,0.0000000000,0.0865722522,0.0907991454,0.1167265698,0.1494498402,0.0884862319,0.0563076474,0.1057461426,0.1690946966,0.0680287629,0.0674755350,0.0977788717,0.1143574640,0.0534096472,0.0592473596,0.2921264172,0.2923302352,0.0473406017,0.0000000000,0.0000000000,0.0223226938,0.1070981249,0.0961832702,0.1796106845,0.1737267226,0.0001832288,0.0000000000,0.0000000000,0.0000000000,-0.0262659378,0.1254182756,-0.0033112175,0.0453662425,0.1255329996,0.0057230392
00:32:09:29.881,61,0.0383564755,0.2041441947,0.0753174573,0.0000000000,0.0000000000,0.0572809875,0.0000000000,0.0384838618,0.2041010559,0.0428687707,0.0000000000,0.0000000000,0.0570969470,0.0000000000,0.0935490727,0.0000000000,0.0527940392,0.0906686708,0.0906686708,0.0612589568,0.0565056615,0.0000000000,0.0673638731,0.0664130449,0.0824322850,0.0000000000,0.0000000000,0.0864567757,0.0907087699,0.1168405414,0.1498116553,0.0881812796,0.0562139824,0.1054582149,0.1687295139,0.0679214895,0.0673377067,0.0978264958,0.1144989803,0.0533010662,0.0591312833,0.2924605012,0.2926647365,0.0472554415,0.0000000000,0.0000000000,0.0222917181,0.1073677167,0.0963732451,0.1796256304,0.1737556458,0.0001954776,0.0000000000,0.0000000000,0.0000000000,-0.0259837285,0.1247205809,-0.0032572360,0.0456512868,0.1248353273,0.0057266308
00:32:09:30.881,61,0.0383936390,0.2043477297,0.0753711984,0.0000000000,0.0000000000,0.0575397238,0.0000000000,0.0385166220,0.2043051869,0.0428152978,0.0000000000,0.0000000000,0.0573570132,0.0000000000,0.0932865441,0.0000000000,0.0404439382,0.0906108990,0.0906108990,0.0613389984,0.0565873049,0.0000000000,0.0540049002,0.0663275346,0.0826611966,0.0000000000,0.0000000000,0.0861975178,0.0904413164,0.1170125157,0.1497361213,0.0878504440,0.0560426414,0.1050759926,0.1685414165,0.0678189471,0.0671912134,0.0978063270,0.1144365370,0.0532216690,0.0590074100,0.2926739454,0.2928755283,0.0472823791,0.0000000000,0.0000000000,0.0223185103,0.1075305492,0.0965283886,0.1796748042,0.1738966405,0.0002719401,0.0000000000,0.0000000000,0.0000000000,-0.0259509087,0.1248452142,-0.0032564076,0.0456831492,0.1249599978,0.0057364069
00:32:09:31.882,61,0.0383422151,0.2042117119,0.0756291524,0.0000000000,0.0000000000,0.0576860271,0.0000000000,0.0384595506,0.2041715086,0.0425575487,0.0000000000,0.0000000000,0.0575058274,0.0000000000,0.0931239873,0.0000000000,0.0345346965,0.0907507911,0.0907507911,0.0615849458,0.0567355640,0.0000000000,0.0473341420,0.0664674491,0.0839357004,0.0000000000,0.0000000000,0.0859907269,0.0902212262,0.1171614453,0.1493839175,0.0875599384,0.0560112372,0.1045129225,0.1681369990,0.0676830634,0.0670322850,0.0979798064,0.1145358905,0.0531326495,0.0588498823,0.2923833132,0.2925817370,0.0474079251,0.0000000000,0.0000000000,0.0223434884,0.1076487452,0.0966619104,0.1796771437,0.1740017384,0.0003067357,0.0000000000,0.0000000000,0.0000000000,-0.0257949531,0.1247630194,-0.0032346887,0.0458399728,0.1248777062,0.0057522552
00:32:09:32.882,61,0.0383115150,0.2043461651,0.0757785365,0.0000000000,0.0000000000,0.0577709340,0.0000000000,0.0384222940,0.2043073326,0.0424225405,0.0000000000,0.0000000000,0.0575930364,0.0000000000,0.0927884877,0.0000000000,0.0317903683,0.0908090100,0.0908090100,0.0618727803,0.0569083206,0.0000000000,0.0440542661,0.0665951967,0.0845236033,0.0000000000,0.0000000000,0.0856983662,0.0899007767,0.1171409637,0.1488640904,0.0872045383,0.0558795817,0.1039745063,0.1678668559,0.0675256476,0.0668392852,0.0979827344,0.1144325584,0.0531177707,0.0587395877,0.2920634747,0.2922570705,0.0475286134,0.0000000000,0.0000000000,0.0223603770,0.1076820567,0.0966837332,0.1796891391,0.1740787923,0.0003894566,0.0000000000,0.0000000000,0.0000000000,-0.0257128533,0.1248457432,-0.0032265563,0.0459300429,0.1249604374,0.0057674078
00:32:09:33.883,61,0.0386494547,0.2055141330,0.0756741017,0.0000000000,0.0000000000,0.0577459559,0.0000000000,0.0387544781,0.2054751068,0.0425193384,0.0000000000,0.0000000000,0.0575702414,0.0000000000,0.0925004557,0.0000000000,0.0305532198,0.0907071680,0.0907071680,0.0620057806,0.0570006035,0.0000000000,0.0436338969,0.0662027448,0.0845440552,0.0000000000,0.0000000000,0.0854069069,0.0895859748,0.1170398816,0.1483482420,0.0869185254,0.0556689389,0.1037425622,0.1679368913,0.0674101189,0.0667049736,0.0976884365,0.1140726060,0.0532011129,0.0587729104,0.2917343676,0.2919248641,0.0476054810,0.0000000000,0.0000000000,0.0223754589,0.1075688675,0.0965671390,0.1797503531,0.1742082387,0.0003913370,0.0000000000,0.0000000000,0.0000000000,-0.0257692095,0.1255595237,-0.0032523090,0.0458626226,0.1256742775,0.0057921931
00:32:09:34.884,61,0.0388417244,0.2067416161,0.0757332742,0.0000000000,0.0000000000,0.0574991256,0.0000000000,0.0389453396,0.2067037523,0.0424968041,0.0000000000,0.0000000000,0.0573249646,0.0000000000,0.0923890173,0.0000000000,0.0345657878,0.0905696005,0.0905696005,0.0619541667,0.0570247397,0.0000000000,0.0727706403,0.0652324632,0.0831657648,0.0000000000,0.0000000000,0.0851615518,0.0893431827,0.1167658046,0.1480392218,0.0866674334,0.0554890223,0.1036311761,0.1677178890,0.0673633665,0.0666433126,0.0975103751,0.1139052510,0.0531848073,0.0587548800,0.2913747728,0.2915633619,0.0475342087,0.0000000000,0.0000000000,0.0223912448,0.1072738916,0.0962835997,0.1797053069,0.1741874367,0.0003384671,0.0000000000,0.0000000000,0.0000000000,-0.0257531032,0.1263102442,-0.0032699183,0.0458941199,0.1264251173,0.0058311676
00:32:09:35.884,61,0.0389220789,0.2087631524,0.0765726492,0.0000000000,0.0000000000,0.0570664741,0.0000000000,0.0390322655,0.2087340802,0.0416892804,0.0000000000,0.0000000000,0.0568931624,0.0000000000,0.0922620147,0.0000000000,0.0416671373,0.0902419314,0.0902419314,0.0618845671,0.0569903366,0.0000000000,0.0889424980,0.0640774071,0.0818995908,0.0000000000,0.0000000000,0.0850581601,0.0892543495,0.1167023629,0.1482529640,0.0863370076,0.0551521890,0.1039095446,0.1678846329,0.0673749894,0.0666483641,0.0972320586,0.1136776209,0.0532814711,0.0589287132,0.2908133268,0.2910026014,0.0474277213,0.0000000000,0.0000000000,0.0223848782,0.1068667099,0.0958819464,0.1796322614,0.1741195619,0.0002923929,0.0000000000,0.0000000000,0.0000000000,-0.0252597481,0.1275493056,-0.0032390938,0.0463954657,0.1276642680,0.0059532262
00:32:09:36.885,61,0.0390930958,0.2106709182,0.0778659731,0.0000000000,0.0000000000,0.0566126667,0.0000000000,0.0392107703,0.2106549144,0.0404258333,0.0000000000,0.0000000000,0.0564400218,0.0000000000,0.0922220424,0.0000000000,0.0440901667,0.0900250301,0.0900250301,0.0618787743,0.0570215955,0.0000000000,0.0978534520,0.0632022843,0.0811617896,0.0000000000,0.0000000000,0.0849074349,0.0891333371,0.1166707799,0.1485205442,0.0859847218,0.0548171848,0.1042348593,0.1680908054,0.0673745200,0.0666384250,0.0970281288,0.1135312021,0.0534376614,0.0591921210,0.2901833057,0.2903728187,0.0473377667,0.0000000000,0.0000000000,0.0223607458,0.1065901518,0.0956365243,0.1797157973,0.1741892099,0.0002066530,0.0000000000,0.0000000000,0.0000000000,-0.0244905166,0.1287205964,-0.0031696337,0.0471719913,0.1288356930,0.0061089438
00:32:09:37.885,61,0.0390531532,0.2106804848,0.0783567205,0.0000000000,0.0000000000,0.0562408492,0.0000000000,0.0391774774,0.2106687725,0.0399510674,0.0000000000,0.0000000000,0.0560682006,0.0000000000,0.0920621976,0.0000000000,0.0456436202,0.0896488428,0.0896488428,0.0620058477,0.0570306182,0.0000000000,0.1019181535,0.0626570806,0.0807147250,0.0000000000,0.0000000000,0.0847772136,0.0890370384,0.1168062985,0.1490358412,0.0854336694,0.0543572567,0.1046409383,0.1685775220,0.0673516318,0.0665947348,0.0967471674,0.1133136004,0.0536904149,0.0595645346,0.2897393703,0.2899293005,0.0472301058,0.0000000000,0.0000000000,0.0223278534,0.1063486785,0.0954143256,0.1797219813,0.1742063910,0.0001419884,0.0000000000,0.0000000000,0.0000000000,-0.0242028739,0.1287281513,-0.0031325999,0.0474692509,0.1288433373,0.0061477795
00:32:09:38.886,61,0.0389496833,0.2097063065,0.0787897110,0.0000000000,0.0000000000,0.0561779849,0.0000000000,0.0390733927,0.2096979171,0.0395069830,0.0000000000,0.0000000000,0.0560054667,0.0000000000,0.0918948352,0.0000000000,0.0459309705,0.0894008800,0.0894008800,0.0621976890,0.0569434389,0.0000000000,0.0929062143,0.0624313280,0.0807724223,0.0000000000,0.0000000000,0.0846209303,0.0888978541,0.1171159297,0.1494515091,0.0848587081,0.0539913923,0.1046396196,0.1687400192,0.0671639368,0.0663754642,0.0965809599,0.1131905764,0.0538657419,0.0598199032,0.2898095548,0.2899982333,0.0471318066,0.0000000000,0.0000000000,0.0222540330,0.1063272506,0.0954176113,0.1797323227,0.1742876768,0.0001441497,0.0000000000,0.0000000000,0.0000000000,-0.0239356775,0.1281340867,-0.0030835676,0.0477352254,0.1282491833,0.0061533758
00:32:09:39.887,61,0.0390401296,0.2087249011,0.0800124332,0.0000000000,0.0000000000,0.0564278290,0.0000000000,0.0391596928,0.2087268531,0.0382835828,0.0000000000,0.0000000000,0.0562555380,0.0000000000,0.0917679071,0.0000000000,0.0437560640,0.0894585550,0.0894585550,0.0625696555,0.0569504760,0.0000000000,0.0753344148,0.0624473132,0.0810775608,0.0000000000,0.0000000000,0.0844524503,0.0887336433,0.1175811812,0.1497964859,0.0843989700,0.0538106672,0.1043263003,0.1687321365,0.0668859780,0.0660764650,0.0966094583,0.1132213920,0.0539447181,0.0599305183,0.2897670269,0.2899541855,0.0471669398,0.0000000000,0.0000000000,0.0221829806,0.1065070629,0.0956007317,0.1796117127,0.1742527038,0.0001703232,0.0000000000,0.0000000000,0.0000000000,-0.0231962409,0.1275384873,-0.0029742834,0.0484797470,0.1276535988,0.0062199337
00:32:09:40.887,61,0.0391848311,0.2067954689,0.0811422020,0.0000000000,0.0000000000,0.0568228774,0.0000000000,0.0392990410,0.2068064064,0.0371190906,0.0000000000,0.0000000000,0.0566510223,0.0000000000,0.0916391984,0.0000000000,0.0413527489,0.0895780772,0.0895780772,0.0630750135,0.0569793396,0.0000000000,0.0656465143,0.0627826080,0.0819442123,0.0000000000,0.0000000000,0.0843027979,0.0885846466,0.1181291938,0.1501054168,0.0839359611,0.0536932498,0.1038508564,0.1686603725,0.0666118115,0.0657780021,0.0967869014,0.1133836284,0.0539980382,0.0599838458,0.2898296118,0.2900146246,0.0472606532,0.0000000000,0.0000000000,0.0221379492,0.1068391502,0.0958958119,0.1795287281,0.1742858291,0.0002457784,0.0000000000,0.0000000000,0.0000000000,-0.0224940330,0.1263629794,-0.0028573908,0.0491716750,0.1264778674,0.0062499037
00:32:09:41.888,61,0.0395229273,0.2065862715,0.0817236528,0.0000000000,0.0000000000,0.0571329892,0.0000000000,0.0396312065,0.2066022754,0.0365191028,0.0000000000,0.0000000000,0.0569620021,0.0000000000,0.0914155319,0.0000000000,0.0394803919,0.0896469057,0.0896469057,0.0636787862,0.0570807904,0.0000000000,0.0611418299,0.0633448362,0.0836199746,0.0000000000,0.0000000000,0.0841641426,0.0884369314,0.1186623573,0.1503408104,0.0834037587,0.0534761362,0.1035056189,0.1688646376,0.0663784891,0.0655092150,0.0968841314,0.1134321392,0.0541531183,0.0601332821,0.2898223102,0.2900046110,0.0473909862,0.0000000000,0.0000000000,0.0220886208,0.1071506888,0.0961663425,0.1794793904,0.1743629128,0.0003346461,0.0000000000,0.0000000000,0.0000000000,-0.0221307967,0.1262372285,-0.0028084291,0.0495248251,0.1263521463,0.0062884274
00:32:09:42.888,61,0.0400670506,0.2074521482,0.0822793990,0.0000000000,0.0000000000,0.0572953895,0.0000000000,0.0401691608,0.2074740082,0.0359492227,0.0000000000,0.0000000000,0.0571249798,0.0000000000,0.0911879241,0.0000000000,0.0386506245,0.0894893184,0.0894893184,0.0640602708,0.0570548102,0.0000000000,0.0589500815,0.0639640614,0.0845641568,0.0000000000,0.0000000000,0.0840955824,0.0883673653,0.1190677136,0.1505807489,0.0828687176,0.0531881377,0.1033705622,0.1691467166,0.0662236586,0.0653050765,0.0968336239,0.1133542359,0.0543430224,0.0603327826,0.2897441983,0.2899232209,0.0474798270,0.0000000000,0.0000000000,0.0220360737,0.1073503271,0.0963071361,0.1794051677,0.1744002551,0.0003327697,0.0000000000,0.0000000000,0.0000000000,-0.0217839703,0.1267689168,-0.0027761920,0.0498582460,0.1268838495,0.0063576549
00:32:09:43.889,61,0.0404730923,0.2077891678,0.0827001333,0.0000000000,0.0000000000,0.0572669692,0.0000000000,0.0405715331,0.2078151256,0.0355056785,0.0000000000,0.0000000000,0.0570961908,0.0000000000,0.0910839960,0.0000000000,0.0392945111,0.0892296061,0.0892296061,0.0639988035,0.0569732040,0.0000000000,0.0613483861,0.0645542443,0.0850136802,0.0000000000,0.0000000000,0.0841394514,0.0884237140,0.1191789135,0.1507978290,0.0825453177,0.0529759079,0.1034165993,0.1691387445,0.0662555099,0.0653004274,0.0967982411,0.1133225858,0.0543443598,0.0603371076,0.2898501754,0.2900272310,0.0474521853,0.0000000000,0.0000000000,0.0220123548,0.1073093638,0.0962084010,0.1792238951,0.1742410064,0.0003037421,0.0000000000,0.0000000000,0.0000000000,-0.0215146262,0.1269766092,-0.0027464128,0.0501118712,0.1270916015,0.0064005442
00:32:09:44.890,61,0.0404202864,0.2079349458,0.0828265771,0.0000000000,0.0000000000,0.0571339428,0.0000000000,0.0405182391,0.2079622597,0.0353741050,0.0000000000,0.0000000000,0.0569623522,0.0000000000,0.0909738690,0.0000000000,0.0417435206,0.0888902321,0.0888902321,0.0637812391,0.0569008812,0.0000000000,0.0693657920,0.0647919253,0.0849368721,0.0000000000,0.0000000000,0.0841603577,0.0884575695,0.1191535145,0.1510417461,0.0822818056,0.0527406745,0.1036216691,0.1691850573,0.0663435012,0.0653617978,0.0966492295,0.1131879464,0.0543077849,0.0603193343,0.2900852263,0.2902615070,0.0473401882,0.0000000000,0.0000000000,0.0220030397,0.1071045175,0.0959739313,0.1789959669,0.1740051210,0.0002410104,0.0000000000,0.0000000000,0.0000000000,-0.0214346554,0.1270662695,-0.0027381587,0.0501879230,0.1271812618,0.0064148204
00:32:09:45.890,61,0.0400987305,0.2071516216,0.0826104507,0.0000000000,0.0000000000,0.0570588447,0.0000000000,0.0401978791,0.2071764022,0.0355954506,0.0000000000,0.0000000000,0.0568856709,0.0000000000,0.0909718424,0.0000000000,0.0428718776,0.0887293592,0.0887293592,0.0635320842,0.0568811670,0.0000000000,0.0775074661,0.0652624965,0.0851584002,0.0000000000,0.0000000000,0.0842437893,0.0885652974,0.1190648228,0.1512465179,0.0822200179,0.0526474603,0.1038615853,0.1692262292,0.0664667115,0.0654747486,0.0966043472,0.1131714359,0.0542476960,0.0602911562,0.2904781699,0.2906549573,0.0472135916,0.0000000000,0.0000000000,0.0219869800,0.1070079505,0.0958741084,0.1787820905,0.1737629771,0.0002112475,0.0000000000,0.0000000000,0.0000000000,-0.0215701014,0.1265864670,-0.0027449417,0.0500600226,0.1267013103,0.0063740797
00:32:09:46.891,61,0.0396639891,0.1991314143,0.0817621499,0.0000000000,0.0000000000,0.0602435619,0.0000000000,0.0397602804,0.1991415620,0.0364089496,0.0000000000,0.0000000000,0.0600330457,0.0000000000,0.0911132395,0.0000000000,0.0433169119,0.0886756629,0.0886756629,0.0634966940,0.0567462593,0.0000000000,0.0782115608,0.0704247802,0.0879587233,0.0000000000,0.0000000000,0.0843086541,0.0886707902,0.1194047704,0.1518907696,0.0820792094,0.0527478121,0.1037225947,0.1691742837,0.0664233416,0.0654113069,0.0968145877,0.1134595871,0.0541599132,0.0601976886,0.3032439351,0.3034399748,0.0470654517,0.0000000000,0.0000000000,0.0219326075,0.1099742800,0.0981554165,0.1787993312,0.1738029420,0.0002948881,0.0000000000,0.0000000000,0.0000000000,-0.0220765751,0.1216784716,-0.0026993540,0.0495762974,0.1217928529,0.0060655116
